total_processed,input_rate,image_quality,file_size(kB),current_model,total_conf,avg_conf,current_boxes,energy_consumption(J),current_cpu,measure_duration(s),current_time,start_time,absolute_time
163,3.0401005862999066,100,11834.285,yolov5m,5.67914953827858,0.7098936922848225,8,11.471468,13.1,0.234320374,0.23411011695861816,228.04116368293762,226.2389259338379
164,3.1765768592440264,100,9659.386,yolov5n,0,0.7098936922848225,0,10.791659,12.5,0.216684403,0.21646523475646973,228.2297899723053,227.47134494781494
165,3.020013270178442,100,12960.137,yolov5x,5.4751788675785065,0.6083532075087229,9,12.933927,12.2,0.263432744,0.26322388648986816,228.87435030937195,229.04401278495789
166,3.1492248150907463,100,9659.386,yolov5s,0.6547262668609619,0.32736313343048096,2,10.780795,12.3,0.219170516,0.21895980834960938,229.00254583358765,230.26122641563416
167,3.1010806760122795,100,11834.285,yolov5l,7.217664390802383,0.6561513082547621,11,11.947113,12.5,0.243660555,0.24347543716430664,229.53173208236694,231.69710230827332
168,3.074483915747761,100,11041.687,yolov5s,1.2377407550811768,0.3094351887702942,4,11.044955,12.3,0.224315626,0.22413325309753418,229.8467128276825,233.05812072753906
169,2.859815358952474,100,9659.386,yolov5x,0.6151313185691833,0.3075656592845917,2,11.99704,14.5,0.247061744,0.246809720993042,230.09627866744995,234.29307675361633
170,2.8266794350030575,100,9730.288,yolov5x,7.946953594684601,0.6622461328903834,12,11.784271,12.0,0.24500355199999999,0.24482274055480957,230.41108107566833,235.52920079231262
171,2.8104393384964856,100,13627.535,yolov5m,6.351359784603119,0.6351359784603119,10,12.368865,12.5,0.248067062,0.2478466033935547,231.0335032939911,237.1455979347229
172,2.7107696968040695,100,12456.22,yolov5n,2.723424941301346,0.6808562353253365,4,10.877292,12.6,0.225867337,0.2256789207458496,231.25578832626343,238.657785654068
173,2.790932822495232,100,13627.535,yolov5x,5.103043019771576,0.7290061456816537,7,13.823695,12.4,0.27185316,0.27164506912231445,231.7152178287506,240.28384160995483
174,2.857755935441622,100,9730.288,yolov5n,5.32105416059494,0.5912282400661044,9,10.341465,13.4,0.212554637,0.21235108375549316,231.76191425323486,241.54049396514893
175,2.9635278158233676,100,12694.89,yolov5l,5.359763652086258,0.7656805217266083,7,13.043362,13.0,0.252998518,0.2527761459350586,232.3525733947754,243.08789134025574
176,3.187012339953566,100,12694.89,yolov5n,5.3460710644721985,0.5940078960524665,9,12.088164,12.8,0.236042974,0.23557138442993164,232.7215690612793,244.6236650943756
177,3.282515624341554,100,9659.386,yolov5l,0.5812882781028748,0.5812882781028748,1,13.465908,14.1,0.242071907,0.24188899993896484,232.8587453365326,245.91201639175415
178,3.499425808429762,100,12694.89,yolov5n,5.3460710644721985,0.5940078960524665,9,18.955274,28.8,0.255372646,0.2551753520965576,233.53519082069397,247.54741430282593
179,3.494209004511538,100,11041.687,yolov5l,2.6971555650234222,0.4495259275039037,6,19.780406,40.0,0.282972228,0.2827794551849365,233.9824936389923,249.20319628715515
180,2.9791298266218886,100,11041.687,yolov5x,3.1298563480377197,0.44712233543395996,7,21.459784,43.0,0.30804947499999996,0.3078272342681885,234.78633546829224,251.0669023990631
181,3.2524878077498776,100,9659.386,yolov5l,0.5812882781028748,0.5812882781028748,1,23.539246,40.7,0.292454247,0.2919743061065674,235.26260256767273,252.56009912490845
182,3.2176998640322845,100,12456.22,yolov5l,4.568897902965546,0.7614829838275909,6,20.284982,34.4,0.286452459,0.2862586975097656,236.0954785346985,254.33948135375977
183,3.1707224360146777,100,11041.687,yolov5m,0.6807963848114014,0.3403981924057007,2,18.206741,21.2,0.26680744900000003,0.2665903568267822,236.46953129768372,255.86092805862427
184,2.952708901780224,100,11041.687,yolov5l,2.6971555650234222,0.4495259275039037,6,15.162315,18.3,0.26705169300000003,0.2667264938354492,236.98558640480042,257.3880498409271
185,3.1818845334092383,100,11041.687,yolov5m,0.6807963848114014,0.3403981924057007,2,11.477326,15.5,0.232787947,0.23256826400756836,237.37264370918274,258.78805446624756
186,3.215512211558582,100,11041.687,yolov5m,0.6807963848114014,0.3403981924057007,2,13.326565,16.8,0.246898536,0.2466878890991211,237.7267551422119,260.24790024757385
187,3.041978196277282,100,9659.386,yolov5x,0.6151313185691833,0.3075656592845917,2,13.042081,17.5,0.256376265,0.25618791580200195,238.00825548171997,261.56957507133484
188,2.8433997667485054,100,9659.386,yolov5s,0.6547262668609619,0.32736313343048096,2,12.535124,16.8,0.23116469699999997,0.2309560775756836,238.34341168403625,262.8312861919403
189,3.0302429559676356,100,12694.89,yolov5x,7.348273575305939,0.6123561312754949,12,13.131497,15.3,0.263880985,0.2636902332305908,238.94360733032227,264.3930389881134
190,2.988049584751344,100,11041.687,yolov5l,2.6971555650234222,0.4495259275039037,6,12.051666,15.4,0.242171668,0.2419571876525879,239.1986210346222,265.7981119155884
